Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2024-01-02,366.1055603027344,371.07094047816395,362.0582255182153,369.0571391968686,25258600
2024-01-03,365.8389892578125,368.46482043736285,363.7758426436355,364.26941925350155,23083500
2024-01-04,363.21319580078125,368.3069105586838,362.45309858783475,365.90813521572943,20901500
2024-01-05,363.025634765625,367.2802631804361,361.7916931110851,364.22996302547705,21004600
2024-01-08,369.8764343261719,370.3798920975342,364.2694113892701,364.5556641264341,23134000
2024-01-09,370.9623718261719,371.15978442404423,366.4214603176876,367.23093330789527,20830000
2024-01-10,377.8526306152344,379.23466923624073,371.48551036356565,371.5348559748048,25514200
2024-01-11,379.68878173828125,385.66104720244766,375.49338017859446,381.04117695037814,27850800
2024-01-12,383.47943115234375,383.6867249034369,379.7084984391716,380.53770356907125,21661200
2024-01-16,385.25634765625,388.96805409085823,382.64039716399947,388.602812151916,27202300
2024-01-17,384.4666442871094,385.0984068116101,379.86650572773016,382.9957953292044,22234100
2024-01-18,388.81005859375,388.92851216757646,385.10823378403643,386.68768506128634,23392100
2024-01-19,393.5484313964844,393.5484313964844,388.44483542424194,390.6758115906089,29331100
2024-01-22,391.4161682128906,395.4733538528461,388.5336672952226,394.8810558423085,27016900
2024-01-23,393.77545166015625,394.24929609694567,388.8692984754516,390.6659247403921,20525900
2024-01-24,397.3884582519531,400.4190263282457,395.3055791013252,396.38157265965583,24867000
2024-01-25,399.66876220703125,401.7812847845524,397.3588270396622,399.12583992803854,21021200
2024-01-26,398.7408142089844,400.95205802517637,397.260084299944,399.1751640590117,17803300
2024-01-29,404.4564514160156,404.71312091427023,399.13568066698633,400.8434667217464,24510200
2024-01-30,403.3409423828125,407.7436374380847,401.228450095284,406.963808061775,33477600
2024-01-31,392.4723815917969,409.98450098702557,392.1071397040654,401.7318840316436,47871100
2024-02-01,398.5927734375,402.75856172705096,396.63819898392825,396.6678123790341,30657700
2024-02-02,405.93719482421875,407.3488168603616,398.375596677948,398.6223850112119,28256700
2024-02-05,400.438720703125,405.87794489838444,398.800042648597,404.63412212946537,25352300
2024-02-06,400.2807922363281,402.72894332826615,397.7339499122829,400.6657964934495,18382600
2024-02-07,408.7308349609375,408.977623299913,402.16627116929635,402.2057657386807,22340500
2024-02-08,408.7900085449219,410.22139277488515,407.23031970083616,408.730781761319,21225300
2024-02-09,415.1473083496094,415.4138590210017,409.757459765656,409.9154079087516,22032800
2024-02-12,409.92529296875,415.3348738248099,409.4218351407045,415.1571934592156,21202900
2024-02-13,401.1001281738281,404.8019529758041,398.2077762920108,399.7378518266166,27824900
2024-02-14,404.9769592285156,405.32310787901633,400.1111999525174,403.57262609504295,20401200
2024-02-15,402.0791931152344,404.62087571418016,399.8342222462888,403.6417964220221,21825500
2024-02-16,399.6067810058594,403.7901722944783,398.99361896429224,403.4637923812322,22296500
2024-02-20,398.3507385253906,400.03198420454646,393.6234215525541,398.79576083109305,24307900
2024-02-21,397.74749755859375,397.8563009238514,392.8421710254568,395.7596706387702,18518900
2024-02-22,407.11309814453125,408.28008583103167,404.0670568612319,405.66919761409457,27009900
2024-02-23,405.81756591796875,411.27671814639945,404.46266976176094,411.0888399370884,16295900
2024-02-26,403.0484313964844,407.61750865515694,402.87039227350954,406.9252114178632,16193500
2024-02-27,402.98907470703125,403.819813241038,399.39907699066305,403.49343334978465,14835800
2024-02-28,403.2264404296875,404.7890136651283,400.85289732894444,403.6813622301974,13183100
2024-02-29,409.08123779296875,409.6350635504339,401.4463196436388,404.13634340042967,31947300
2024-03-01,410.9206848144531,411.2866021355908,406.3516076606767,406.7372936922519,17823400
2024-03-04,410.34710693359375,412.75031823241517,407.7757559549475,408.8834074088287,17596000
2024-03-05,398.2122802734375,409.68443959713613,396.2244535460073,409.3976273142039,26919200
2024-03-06,397.6584777832031,400.69464990996806,393.9992743713947,398.52878394681863,22344100
2024-03-07,404.6308288574219,405.26375963919287,397.80685051788544,401.64409335772916,18718500
2024-03-08,401.74298095703125,405.89670410960423,399.87379648400184,403.4637944607813,18002200
2024-03-11,400.0616760253906,401.2088950055716,396.83762579993305,399.3100726931067,16120800
2024-03-12,410.7031555175781,410.98996784871997,402.3067343323037,403.12757353782456,22457000
2024-03-13,410.52508544921875,413.5711267216115,406.9153190454339,413.49202170129996,17115900
2024-03-14,420.5335693359375,423.10492026926096,413.3832416992079,415.60844401398504,34157300
2024-03-15,411.83050537109375,417.94238622404976,408.24050801942315,414.668869285918,45079900
2024-03-18,412.72064208984375,416.09306343618266,409.2196486698743,409.6844699154105,20106000
2024-03-19,416.76556396484375,417.0227081134529,410.970132443708,413.2250029233721,19837900
2024-03-20,420.54345703125,421.26539222387987,416.02381676802577,417.3490447100486,17860100
2024-03-21,424.63787841796875,426.07190993921154,422.4522434330414,425.09280027509914,21296200
2024-03-22,424.0148010253906,425.1224525568096,421.3742442819616,424.9642424933846,17648500
2024-03-25,418.1995544433594,422.6994260228323,416.9633309623895,420.5533287801241,18060500
2024-03-26,417.0028991699219,421.2950634803322,416.7062176065533,420.9192467125738,16725600
2024-03-27,416.7853088378906,419.7720439894081,414.3919971559481,419.7621445438776,16705000
2024-03-28,416.08319091796875,417.2205105809206,414.5008186915298,416.3205361885006,21871200
2024-04-01,419.8907775878906,423.1741947697811,417.5666711434428,419.2776155006833,16316000
2024-04-02,416.79522705078125,417.72486953541625,413.2348973416725,415.4798683479255,17912000
2024-04-03,415.816162109375,418.59519021361444,414.47113520321466,415.1040961428757,16502300
2024-04-04,413.2745056152344,423.94559634674056,412.9679245721771,420.30613107413274,19370900
2024-04-05,420.83026123046875,421.809370796235,413.7096317572202,415.3810083958257,16554800
2024-04-08,419.9104919433594,422.5708472466926,418.63470088049553,420.48411653092035,14272400
2024-04-09,421.5819091796875,423.02580987120587,416.97326404906397,421.74014941976674,12496900
2024-04-10,418.59515380859375,419.35665657798455,415.0743918863348,417.53693930657715,16216600
2024-04-11,423.2136535644531,424.6377853261897,417.70503488754406,421.1269229662574,17966400
2024-04-12,417.2501525878906,420.4940018672189,415.14362290023075,419.3764509864425,19253800
2024-04-15,409.08123779296875,422.1159721682041,408.8735304979892,421.8983956076828,20273500
2024-04-16,410.01080322265625,413.7887093494547,409.1701954171728,410.0009339582446,16765600
2024-04-17,407.301025390625,414.26344459371984,405.8076577445542,412.6514043206412,15855500
2024-04-18,399.814453125,407.3504970183281,399.49800284316774,406.1043740582622,21029900
2024-04-19,394.72125244140625,401.0111739189742,393.38612489454715,399.57714244619206,30565800
2024-04-22,396.54095458984375,398.4101391191041,391.38838318863185,395.6706483655049,20286900
2024-04-23,403.078125,403.70118651665103,398.61782064150555,399.7848084637701,15734500
2024-04-24,404.5516662597656,407.92408759573516,402.2967957988556,405.04615566067775,15065300
2024-04-25,394.64208984375,395.4827278196125,383.75342412085615,389.68729663578705,40586500
2024-04-26,401.84185791015625,408.4482287983126,401.28803221781004,407.6273897054112,29694700
2024-04-29,397.81671142578125,401.84186227525186,394.7904387950027,400.7836477446808,19582100
2024-04-30,385.0390930175781,397.72770759660574,384.880882973138,397.06507853790987,28781400
